,Wavelength,Sum,K I (2.0e-02),K II (9.8e-01),K III (6.0e-09)
0,202.22,2.126e-20,0,2.126e-20,0
1,202.27,4.1000000000000003e-19,0,4.1000000000000003e-19,0
2,202.32,9.502e-18,0,9.502e-18,0
3,202.37,1.508e-16,0,1.508e-16,0
4,202.42,2.132e-15,0,2.132e-15,0
5,202.47,2.6889999999999996e-14,0,2.6889999999999996e-14,0
6,202.52,3.025e-13,0,3.025e-13,0
7,202.57,3.037e-12,0,3.037e-12,0
8,202.62,2.721e-11,0,2.721e-11,0
9,202.67,2.1759999999999998e-10,0,2.1759999999999998e-10,0
10,202.72,1.553e-09,0,1.553e-09,0
11,202.77,9.889e-09,0,9.889e-09,0
12,202.82,5.6189999999999996e-08,0,5.6189999999999996e-08,0
13,202.87,2.848e-07,0,2.848e-07,0
14,202.92,1.2880000000000002e-06,0,1.2880000000000002e-06,0
15,202.97,5.189e-06,0,5.189e-06,0
16,203.02,1.864e-05,0,1.864e-05,0
17,203.07,5.963e-05,0,5.963e-05,0
18,203.12,0.00016999999999999999,0,0.00016999999999999999,0
19,203.17,0.0004315,0,0.0004315,0
20,203.22,0.0009761000000000001,0,0.0009761000000000001,0
21,203.27,0.001968,0,0.001968,0
22,203.32,0.0035380000000000003,0,0.0035380000000000003,0
23,203.37,0.005682,0,0.005682,0
24,203.42,0.008167,0,0.008167,0
25,203.47,0.01053,0,0.01053,0
26,203.52,0.012240000000000001,0,0.012240000000000001,0
27,203.57,0.01287,0,0.01287,0
28,203.62,0.01231,0,0.01231,0
29,203.67,0.01077,0,0.01077,0
30,203.72,0.008657999999999999,0,0.008657999999999999,0
31,203.77,0.006408,0,0.006408,0
32,203.82,0.004364,0,0.004364,0
33,203.87,0.002729,0,0.002729,0
34,203.92,0.00156,0,0.00156,0
35,203.97,0.0008195,0,0.0008195,0
36,204.02,0.00042139999999999994,0,0.00042139999999999994,0
37,204.07,0.00029580000000000003,0,0.00029580000000000003,0
38,204.12,0.0004433,0,0.0004433,0
39,204.17,0.000975,0,0.000975,0
40,204.22,0.002118,0,0.002118,0
41,204.27,0.004152,0,0.004152,0
42,204.32,0.007241,0,0.007241,0
43,204.37,0.01122,0,0.01122,0
44,204.42,0.015430000000000001,0,0.015430000000000001,0
45,204.47,0.01884,0,0.01884,0
46,204.52,0.020419999999999997,0,0.020419999999999997,0
47,204.57,0.01965,0,0.01965,0
48,204.62,0.01679,0,0.01679,0
49,204.67,0.01273,0,0.01273,0
50,204.72,0.008567,0,0.008567,0
51,204.77,0.005118,0,0.005118,0
52,204.82,0.0027140000000000003,0,0.0027140000000000003,0
53,204.87,0.001277,0,0.001277,0
54,204.92,0.0005334,0,0.0005334,0
55,204.97,0.00019769999999999998,0,0.00019769999999999998,0
56,205.02,6.504e-05,0,6.504e-05,0
57,205.07,1.899e-05,0,1.899e-05,0
58,205.12,4.92e-06,0,4.92e-06,0
59,205.17,1.1309999999999998e-06,0,1.1309999999999998e-06,0
60,205.22,2.309e-07,0,2.309e-07,0
61,205.27,4.181e-08,0,4.181e-08,0
62,205.32,6.7190000000000005e-09,0,6.7190000000000005e-09,0
63,205.37,9.582e-10,0,9.582e-10,0
64,205.42,1.213e-10,0,1.213e-10,0
65,205.47,1.3619999999999999e-11,0,1.3619999999999999e-11,0
66,205.52,1.357e-12,0,1.357e-12,0
67,205.57,1.2e-13,0,1.2e-13,0
68,205.62,9.420999999999999e-15,0,9.420999999999999e-15,0
69,205.67,6.561e-16,0,6.561e-16,0
70,205.72,4.055e-17,0,4.055e-17,0
71,205.77,2.221e-18,0,2.221e-18,0
72,206.42,1.055e-18,0,1.055e-18,0
73,206.47,1.849e-17,0,1.849e-17,0
74,206.52,2.8849999999999995e-16,0,2.8849999999999995e-16,0
75,206.57,4.009e-15,0,4.009e-15,0
76,206.62,4.961e-14,0,4.961e-14,0
77,206.67,5.467e-13,0,5.467e-13,0
78,206.72,5.366e-12,0,5.366e-12,0
79,206.77,4.6899999999999994e-11,0,4.6899999999999994e-11,0
80,206.82,3.651e-10,0,3.651e-10,0
81,206.87,2.531e-09,0,2.531e-09,0
82,206.92,1.563e-08,0,1.563e-08,0
83,206.97,8.596e-08,0,8.596e-08,0
84,207.02,4.2130000000000005e-07,0,4.2130000000000005e-07,0
85,207.07,1.84e-06,0,1.84e-06,0
86,207.12,7.1610000000000006e-06,0,7.1610000000000006e-06,0
87,207.17,2.486e-05,0,2.486e-05,0
88,207.22,7.703e-05,0,7.703e-05,0
89,207.27,0.0002133,0,0.0002133,0
90,207.32,0.0005289,0,0.0005289,0
91,207.37,0.0011769999999999999,0,0.0011769999999999999,0
92,207.42,0.002361,0,0.002361,0
93,207.47,0.0042899999999999995,0,0.0042899999999999995,0
94,207.52,0.007108,0,0.007108,0
95,207.57,0.01082,0,0.01082,0
96,207.62,0.015269999999999999,0,0.015269999999999999,0
97,207.67,0.02008,0,0.02008,0
98,207.72,0.024669999999999997,0,0.024669999999999997,0
99,207.77,0.02829,0,0.02829,0
100,207.82,0.0301,0,0.0301,0
101,207.87,0.029539999999999997,0,0.029539999999999997,0
102,207.92,0.02657,0,0.02657,0
103,207.97,0.02186,0,0.02186,0
104,208.02,0.0165,0,0.0165,0
105,208.07,0.0116,0,0.0116,0
106,208.12,0.007849,0,0.007849,0
107,208.17,0.005422,0,0.005422,0
108,208.22,0.004122,0,0.004122,0
109,208.27,0.0036270000000000004,0,0.0036270000000000004,0
110,208.32,0.0036369999999999996,0,0.0036369999999999996,0
111,208.37,0.003901,0,0.003901,0
112,208.42,0.00419,0,0.00419,0
113,208.47,0.004299,0,0.004299,0
114,208.52,0.004105,0,0.004105,0
115,208.57,0.0036299999999999995,0,0.0036299999999999995,0
116,208.62,0.0030510000000000003,0,0.0030510000000000003,0
117,208.67,0.00264,0,0.00264,0
118,208.72,0.002659,0,0.002659,0
119,208.77,0.003259,0,0.003259,0
120,208.82,0.0044,0,0.0044,0
121,208.87,0.005827000000000001,0,0.005827000000000001,0
122,208.92,0.007122,0,0.007122,0
123,208.97,0.007853,0,0.007853,0
124,209.02,0.007751999999999999,0,0.007751999999999999,0
125,209.07,0.006834999999999999,0,0.006834999999999999,0
126,209.12,0.005382,0,0.005382,0
127,209.17,0.0037909999999999997,0,0.0037909999999999997,0
128,209.22,0.002402,0,0.002402,0
129,209.27,0.001391,0,0.001391,0
130,209.32,0.0007661,0,0.0007661,0
131,209.37,0.00043650000000000004,0,0.00043650000000000004,0
132,209.42,0.00028480000000000004,0,0.00028480000000000004,0
133,209.47,0.00021659999999999998,0,0.00021659999999999998,0
134,209.52,0.0001754,0,0.0001754,0
135,209.57,0.00013759999999999998,0,0.00013759999999999998,0
136,209.62,9.939e-05,0,9.939e-05,0
137,209.67,6.481e-05,0,6.481e-05,0
138,209.72,3.785e-05,0,3.785e-05,0
139,209.77,1.976e-05,0,1.976e-05,0
140,209.82,9.204e-06,0,9.204e-06,0
141,209.87,3.827e-06,0,3.827e-06,0
142,209.92,1.42e-06,0,1.42e-06,0
143,209.97,4.7e-07,0,4.7e-07,0
144,210.02,1.388e-07,0,1.388e-07,0
145,210.07,3.659e-08,0,3.659e-08,0
146,210.12,8.606000000000001e-09,0,8.606000000000001e-09,0
147,210.17,1.8060000000000002e-09,0,1.8060000000000002e-09,0
148,210.22,3.381e-10,0,3.381e-10,0
149,210.27,5.65e-11,0,5.65e-11,0
150,210.32,8.423e-12,0,8.423e-12,0
151,210.37,1.12e-12,0,1.12e-12,0
152,210.42,1.33e-13,0,1.33e-13,0
153,210.47,1.4080000000000002e-14,0,1.4080000000000002e-14,0
154,210.52,1.3310000000000001e-15,0,1.3310000000000001e-15,0
155,210.57,1.122e-16,0,1.122e-16,0
156,210.62,8.445e-18,0,8.445e-18,0
157,210.67,5.67e-19,0,5.67e-19,0
158,210.72,3.396e-20,0,3.396e-20,0
159,211.02,4.8220000000000005e-21,0,4.8220000000000005e-21,0
160,211.07,7.472000000000001e-20,0,7.472000000000001e-20,0
161,211.12,1.036e-18,0,1.036e-18,0
162,211.17,1.286e-17,0,1.286e-17,0
163,211.22,1.4290000000000001e-16,0,1.4290000000000001e-16,0
164,211.27,1.42e-15,0,1.42e-15,0
165,211.32,1.264e-14,0,1.264e-14,0
166,211.37,1.006e-13,0,1.006e-13,0
167,211.42,7.172e-13,0,7.172e-13,0
168,211.47,4.575e-12,0,4.575e-12,0
169,211.52,2.611e-11,0,2.611e-11,0
170,211.57,1.334e-10,0,1.334e-10,0
171,211.62,6.101e-10,0,6.101e-10,0
172,211.67,2.497e-09,0,2.497e-09,0
173,211.72,9.144e-09,0,9.144e-09,0
174,211.77,2.9969999999999996e-08,0,2.9969999999999996e-08,0
175,211.82,8.793e-08,0,8.793e-08,0
176,211.87,2.309e-07,0,2.309e-07,0
177,211.92,5.425e-07,0,5.425e-07,0
178,211.97,1.141e-06,0,1.141e-06,0
179,212.02,2.148e-06,0,2.148e-06,0
180,212.07,3.618e-06,0,3.618e-06,0
181,212.12,5.46e-06,0,5.46e-06,0
182,212.17,7.3920000000000005e-06,0,7.3920000000000005e-06,0
183,212.22,9.04e-06,0,9.04e-06,0
184,212.27,1.023e-05,0,1.023e-05,0
185,212.32,1.163e-05,0,1.163e-05,0
186,212.37,1.59e-05,0,1.59e-05,0
187,212.42,3.014e-05,0,3.014e-05,0
188,212.47,7.016e-05,0,7.016e-05,0
189,212.52,0.00016659999999999998,0,0.00016659999999999998,0
190,212.57,0.00037030000000000006,0,0.00037030000000000006,0
191,212.62,0.0007505,0,0.0007505,0
192,212.67,0.0013779999999999999,0,0.0013779999999999999,0
193,212.72,0.002292,0,0.002292,0
194,212.77,0.0034560000000000003,0,0.0034560000000000003,0
195,212.82,0.004736,0,0.004736,0
196,212.87,0.005919,0,0.005919,0
197,212.92,0.006779,0,0.006779,0
198,212.97,0.007156,0,0.007156,0
199,213.02,0.007019,0,0.007019,0
200,213.07,0.0064659999999999995,0,0.0064659999999999995,0
201,213.12,0.005671,0,0.005671,0
202,213.17,0.0048119999999999994,0,0.0048119999999999994,0
203,213.22,0.004007,0,0.004007,0
204,213.27,0.003295,0,0.003295,0
205,213.32,0.0026620000000000003,0,0.0026620000000000003,0
206,213.37,0.0020800000000000003,0,0.0020800000000000003,0
207,213.42,0.001544,0,0.001544,0
208,213.47,0.001077,0,0.001077,0
209,213.52,0.0007166000000000001,0,0.0007166000000000001,0
210,213.57,0.0004926,0,0.0004926,0
211,213.62,0.00042050000000000003,0,0.00042050000000000003,0
212,213.67,0.0005,0,0.0005,0
213,213.72,0.0007141,0,0.0007141,0
214,213.77,0.001025,0,0.001025,0
215,213.82,0.001368,0,0.001368,0
216,213.87,0.0016649999999999998,0,0.0016649999999999998,0
217,213.92,0.0018449999999999999,0,0.0018449999999999999,0
218,213.97,0.0018800000000000002,0,0.0018800000000000002,0
219,214.02,0.001813,0,0.001813,0
220,214.07,0.001756,0,0.001756,0
221,214.12,0.0018670000000000002,0,0.0018670000000000002,0
222,214.17,0.002314,0,0.002314,0
223,214.22,0.003218,0,0.003218,0
224,214.27,0.004591,0,0.004591,0
225,214.32,0.0062759999999999995,0,0.0062759999999999995,0
226,214.37,0.007939,0,0.007939,0
227,214.42,0.009148,0,0.009148,0
228,214.47,0.009534,0,0.009534,0
229,214.52,0.008956,0,0.008956,0
230,214.57,0.007568000000000001,0,0.007568000000000001,0
231,214.62,0.005748,0,0.005748,0
232,214.67,0.003922,0,0.003922,0
233,214.72,0.002405,0,0.002405,0
234,214.77,0.001328,0,0.001328,0
235,214.82,0.0006638,0,0.0006638,0
236,214.87,0.0003057,0,0.0003057,0
237,214.92,0.0001355,0,0.0001355,0
238,214.97,6.327e-05,0,6.327e-05,0
239,215.02,3.443e-05,0,3.443e-05,0
240,215.07,2.196e-05,0,2.196e-05,0
241,215.12,1.488e-05,0,1.488e-05,0
242,215.17,9.754e-06,0,9.754e-06,0
243,215.22,5.904e-06,0,5.904e-06,0
244,215.27,3.24e-06,0,3.24e-06,0
245,215.32,1.601e-06,0,1.601e-06,0
246,215.37,7.106e-07,0,7.106e-07,0
247,215.42,2.832e-07,0,2.832e-07,0
248,215.47,1.0130000000000001e-07,0,1.0130000000000001e-07,0
249,215.52,3.253e-08,0,3.253e-08,0
250,215.57,9.372000000000001e-09,0,9.372000000000001e-09,0
251,215.62,2.423e-09,0,2.423e-09,0
252,215.67,5.623999999999999e-10,0,5.623999999999999e-10,0
253,215.72,1.171e-10,0,1.171e-10,0
254,215.77,2.1889999999999998e-11,0,2.1889999999999998e-11,0
255,215.82,3.672e-12,0,3.672e-12,0
256,215.87,5.529e-13,0,5.529e-13,0
257,215.92,7.469e-14,0,7.469e-14,0
258,215.97,9.056e-15,0,9.056e-15,0
259,216.02,9.854e-16,0,9.854e-16,0
260,216.07,9.623e-17,0,9.623e-17,0
261,216.12,8.433e-18,0,8.433e-18,0
262,216.17,6.633e-19,0,6.633e-19,0
263,216.22,4.6819999999999993e-20,0,4.6819999999999993e-20,0
264,216.27,2.966e-21,0,2.966e-21,0
265,253.48,2.9709999999999997e-29,0,0,2.9709999999999997e-29
266,253.53,2.961e-28,0,0,2.961e-28
267,253.58,2.732e-27,0,0,2.732e-27
268,253.63,2.3339999999999998e-26,0,0,2.3339999999999998e-26
269,253.68,1.8469999999999998e-25,0,0,1.8469999999999998e-25
270,253.73,1.3530000000000002e-24,0,0,1.3530000000000002e-24
271,253.78,9.181000000000001e-24,0,0,9.181000000000001e-24
272,253.83,5.768e-23,0,0,5.768e-23
273,253.88,3.3550000000000003e-22,0,0,3.3550000000000003e-22
274,253.93,1.808e-21,0,0,1.808e-21
275,253.98,9.016e-21,0,0,9.016e-21
276,254.03,4.164e-20,0,0,4.164e-20
277,254.08,1.781e-19,0,0,1.781e-19
278,254.13,7.054999999999999e-19,0,0,7.054999999999999e-19
279,254.18,2.5869999999999998e-18,0,0,2.5869999999999998e-18
280,254.23,8.786000000000001e-18,0,0,8.786000000000001e-18
281,254.28,2.763e-17,0,0,2.763e-17
282,254.33,8.044999999999999e-17,0,0,8.044999999999999e-17
283,254.38,2.169e-16,0,0,2.169e-16
284,254.43,5.417000000000001e-16,0,0,5.417000000000001e-16
285,254.48,1.252e-15,0,0,1.252e-15
286,254.53,2.681e-15,0,0,2.681e-15
287,254.58,5.315e-15,0,0,5.315e-15
288,254.63,9.758e-15,0,0,9.758e-15
289,254.68,1.6590000000000002e-14,0,0,1.6590000000000002e-14
290,254.73,2.6110000000000002e-14,0,0,2.6110000000000002e-14
291,254.78,3.8060000000000004e-14,0,0,3.8060000000000004e-14
292,254.83,5.136e-14,0,0,5.136e-14
293,254.88,6.419e-14,0,0,6.419e-14
294,254.93,7.428999999999999e-14,0,0,7.428999999999999e-14
295,254.98,7.962e-14,0,0,7.962e-14
296,255.03,7.901e-14,0,0,7.901e-14
297,255.08,7.26e-14,0,0,7.26e-14
298,255.13,6.177e-14,0,0,6.177e-14
299,255.18,4.8669999999999996e-14,0,0,4.8669999999999996e-14
300,255.23,3.5510000000000005e-14,0,0,3.5510000000000005e-14
301,255.28,2.399e-14,0,0,2.399e-14
302,255.33,1.501e-14,0,0,1.501e-14
303,255.38,8.695000000000001e-15,0,0,8.695000000000001e-15
304,255.43,4.664e-15,0,0,4.664e-15
305,255.48,2.317e-15,0,0,2.317e-15
306,255.53,1.066e-15,0,0,1.066e-15
307,255.58,4.538999999999999e-16,0,0,4.538999999999999e-16
308,255.63,1.79e-16,0,0,1.79e-16
309,255.68,6.536999999999999e-17,0,0,6.536999999999999e-17
310,255.73,2.211e-17,0,0,2.211e-17
311,255.78,6.923e-18,0,0,6.923e-18
312,255.83,2.0069999999999998e-18,0,0,2.0069999999999998e-18
313,255.88,5.39e-19,0,0,5.39e-19
314,255.93,1.34e-19,0,0,1.34e-19
315,255.98,3.085e-20,0,0,3.085e-20
316,256.03,6.5779999999999995e-21,0,0,6.5779999999999995e-21
317,256.08,1.299e-21,0,0,1.299e-21
318,256.13,2.3740000000000003e-22,0,0,2.3740000000000003e-22
319,256.18,4.019e-23,0,0,4.019e-23
320,256.23,6.2989999999999996e-24,0,0,6.2989999999999996e-24
321,256.28,9.142999999999999e-25,0,0,9.142999999999999e-25
322,256.33,1.229e-25,0,0,1.229e-25
323,256.38,1.529e-26,0,0,1.529e-26
324,256.43,1.763e-27,0,0,1.763e-27
325,256.48,1.8809999999999997e-28,0,0,1.8809999999999997e-28
326,256.53,1.8589999999999998e-29,0,0,1.8589999999999998e-29
327,261.93,1.541e-29,0,0,1.541e-29
328,261.98,1.447e-28,0,0,1.447e-28
329,262.03,1.2640000000000002e-27,0,0,1.2640000000000002e-27
330,262.08,1.0269999999999999e-26,0,0,1.0269999999999999e-26
331,262.13,7.77e-26,0,0,7.77e-26
332,262.18,5.469000000000001e-25,0,0,5.469000000000001e-25
333,262.23,3.582e-24,0,0,3.582e-24
334,262.28,2.1829999999999998e-23,0,0,2.1829999999999998e-23
335,262.33,1.238e-22,0,0,1.238e-22
336,262.38,6.533e-22,0,0,6.533e-22
337,262.44,4.372e-21,0,0,4.372e-21
338,262.49,1.9690000000000002e-20,0,0,1.9690000000000002e-20
339,262.54,8.252000000000002e-20,0,0,8.252000000000002e-20
340,262.59,3.218e-19,0,0,3.218e-19
341,262.64,1.1679999999999999e-18,0,0,1.1679999999999999e-18
342,262.69,3.943e-18,0,0,3.943e-18
343,262.74,1.239e-17,0,0,1.239e-17
344,262.79,3.623e-17,0,0,3.623e-17
345,262.84,9.857e-17,0,0,9.857e-17
346,262.89,2.495e-16,0,0,2.495e-16
347,262.94,5.878999999999999e-16,0,0,5.878999999999999e-16
348,262.99,1.289e-15,0,0,1.289e-15
349,263.04,2.629e-15,0,0,2.629e-15
350,263.09,4.99e-15,0,0,4.99e-15
351,263.14,8.813e-15,0,0,8.813e-15
352,263.19,1.4480000000000002e-14,0,0,1.4480000000000002e-14
353,263.24,2.215e-14,0,0,2.215e-14
354,263.29,3.152e-14,0,0,3.152e-14
355,263.34,4.174e-14,0,0,4.174e-14
356,263.39,5.144e-14,0,0,5.144e-14
357,263.44,5.897999999999999e-14,0,0,5.897999999999999e-14
358,263.49,6.292999999999999e-14,0,0,6.292999999999999e-14
359,263.54,6.247999999999999e-14,0,0,6.247999999999999e-14
360,263.59,5.772e-14,0,0,5.772e-14
361,263.64,4.962e-14,0,0,4.962e-14
362,263.69,3.969e-14,0,0,3.969e-14
363,263.74,2.955e-14,0,0,2.955e-14
364,263.79,2.046e-14,0,0,2.046e-14
365,263.84,1.319e-14,0,0,1.319e-14
366,263.89,7.911e-15,0,0,7.911e-15
367,263.94,4.415e-15,0,0,4.415e-15
368,263.99,2.293e-15,0,0,2.293e-15
369,264.04,1.108e-15,0,0,1.108e-15
370,264.09,4.982e-16,0,0,4.982e-16
371,264.14,2.0840000000000002e-16,0,0,2.0840000000000002e-16
372,264.19,8.115e-17,0,0,8.115e-17
373,264.24,2.94e-17,0,0,2.94e-17
374,264.29,9.912e-18,0,0,9.912e-18
375,264.34,3.1089999999999998e-18,0,0,3.1089999999999998e-18
376,264.39,9.077e-19,0,0,9.077e-19
377,264.44,2.466e-19,0,0,2.466e-19
378,264.49,6.232e-20,0,0,6.232e-20
379,264.54,1.4659999999999998e-20,0,0,1.4659999999999998e-20
380,264.59,3.208e-21,0,0,3.208e-21
381,264.64,6.533e-22,0,0,6.533e-22
382,264.69,1.238e-22,0,0,1.238e-22
383,264.74,2.1829999999999998e-23,0,0,2.1829999999999998e-23
384,264.79,3.582e-24,0,0,3.582e-24
385,264.84,5.469000000000001e-25,0,0,5.469000000000001e-25
386,264.89,7.77e-26,0,0,7.77e-26
387,264.94,1.0269999999999999e-26,0,0,1.0269999999999999e-26
388,264.99,1.2640000000000002e-27,0,0,1.2640000000000002e-27
389,265.04,1.447e-28,0,0,1.447e-28
390,265.09,1.541e-29,0,0,1.541e-29
391,267.39,9.955e-30,0,0,9.955e-30
392,267.44,8.898999999999999e-29,0,0,8.898999999999999e-29
393,267.49,7.423999999999999e-28,0,0,7.423999999999999e-28
394,267.54,5.7799999999999996e-27,0,0,5.7799999999999996e-27
395,267.59,4.200000000000001e-26,0,0,4.200000000000001e-26
396,267.64,2.848e-25,0,0,2.848e-25
397,267.69,1.802e-24,0,0,1.802e-24
398,267.74,1.0639999999999999e-23,0,0,1.0639999999999999e-23
399,267.79,5.865e-23,0,0,5.865e-23
400,267.84,3.0160000000000005e-22,0,0,3.0160000000000005e-22
401,267.89,1.448e-21,0,0,1.448e-21
402,267.94,6.4850000000000004e-21,0,0,6.4850000000000004e-21
403,267.99,2.711e-20,0,0,2.711e-20
404,268.04,1.0579999999999999e-19,0,0,1.0579999999999999e-19
405,268.09,3.85e-19,0,0,3.85e-19
406,268.14,1.308e-18,0,0,1.308e-18
407,268.19,4.1480000000000006e-18,0,0,4.1480000000000006e-18
408,268.24,1.227e-17,0,0,1.227e-17
409,268.29,3.389e-17,0,0,3.389e-17
410,268.34,8.735e-17,0,0,8.735e-17
411,268.39,2.101e-16,0,0,2.101e-16
412,268.44,4.715e-16,0,0,4.715e-16
413,268.49,9.877e-16,0,0,9.877e-16
414,268.54,1.931e-15,0,0,1.931e-15
415,268.59,3.522e-15,0,0,3.522e-15
416,268.64,5.9960000000000004e-15,0,0,5.9960000000000004e-15
417,268.69,9.526e-15,0,0,9.526e-15
418,268.74,1.4119999999999999e-14,0,0,1.4119999999999999e-14
419,268.79,1.954e-14,0,0,1.954e-14
420,268.84,2.524e-14,0,0,2.524e-14
421,268.89,3.042e-14,0,0,3.042e-14
422,268.94,3.421e-14,0,0,3.421e-14
423,268.99,3.59e-14,0,0,3.59e-14
424,269.04,3.5169999999999997e-14,0,0,3.5169999999999997e-14
425,269.09,3.2139999999999996e-14,0,0,3.2139999999999996e-14
426,269.14,2.7419999999999998e-14,0,0,2.7419999999999998e-14
427,269.19,2.183e-14,0,0,2.183e-14
428,269.24,1.622e-14,0,0,1.622e-14
429,269.29,1.1240000000000001e-14,0,0,1.1240000000000001e-14
430,269.34,7.276e-15,0,0,7.276e-15
431,269.39,4.394e-15,0,0,4.394e-15
432,269.44,2.476e-15,0,0,2.476e-15
433,269.49,1.302e-15,0,0,1.302e-15
434,269.54,6.391e-16,0,0,6.391e-16
435,269.59,2.927e-16,0,0,2.927e-16
436,269.64,1.2509999999999998e-16,0,0,1.2509999999999998e-16
437,269.69,4.991e-17,0,0,4.991e-17
438,269.74,1.8579999999999998e-17,0,0,1.8579999999999998e-17
439,269.79,6.455e-18,0,0,6.455e-18
440,269.84,2.093e-18,0,0,2.093e-18
441,269.89,6.332e-19,0,0,6.332e-19
442,269.94,1.788e-19,0,0,1.788e-19
443,269.99,4.712e-20,0,0,4.712e-20
444,270.04,1.159e-20,0,0,1.159e-20
445,270.09,2.659e-21,0,0,2.659e-21
446,270.14,5.696e-22,0,0,5.696e-22
447,270.19,1.139e-22,0,0,1.139e-22
448,270.24,2.124e-23,0,0,2.124e-23
449,270.29,3.697e-24,0,0,3.697e-24
450,270.34,6.006e-25,0,0,6.006e-25
451,270.39,9.106e-26,0,0,9.106e-26
452,270.44,1.2880000000000002e-26,0,0,1.2880000000000002e-26
453,270.49,1.701e-27,0,0,1.701e-27
454,270.54,2.096e-28,0,0,2.096e-28
455,270.59,2.411e-29,0,0,2.411e-29
456,276.14,2.105e-19,0,2.105e-19,0
457,276.19,1.729e-18,0,1.729e-18,0
458,276.24,1.331e-17,0,1.331e-17,0
459,276.29,9.604e-17,0,9.604e-17,0
460,276.34,6.495e-16,0,6.495e-16,0
461,276.39,4.1170000000000004e-15,0,4.1170000000000004e-15,0
462,276.44,2.446e-14,0,2.446e-14,0
463,276.49,1.362e-13,0,1.362e-13,0
464,276.54,7.107e-13,0,7.107e-13,0
465,276.59,3.4760000000000005e-12,0,3.4760000000000005e-12,0
466,276.64,1.594e-11,0,1.594e-11,0
467,276.69,6.848e-11,0,6.848e-11,0
468,276.74,2.758e-10,0,2.758e-10,0
469,276.79,1.041e-09,0,1.041e-09,0
470,276.84,3.683e-09,0,3.683e-09,0
471,276.89,1.2209999999999998e-08,0,1.2209999999999998e-08,0
472,276.94,3.795e-08,0,3.795e-08,0
473,276.99,1.105e-07,0,1.105e-07,0
474,277.04,3.018e-07,0,3.018e-07,0
475,277.09,7.722e-07,0,7.722e-07,0
476,277.14,1.8519999999999998e-06,0,1.8519999999999998e-06,0
477,277.19,4.163e-06,0,4.163e-06,0
478,277.24,8.77e-06,0,8.77e-06,0
479,277.29,1.732e-05,0,1.732e-05,0
480,277.34,3.205e-05,0,3.205e-05,0
481,277.39,5.559e-05,0,5.559e-05,0
482,277.44,9.038e-05,0,9.038e-05,0
483,277.49,0.00013769999999999999,0,0.00013769999999999999,0
484,277.54,0.00019669999999999998,0,0.00019669999999999998,0
485,277.59,0.00026319999999999995,0,0.00026319999999999995,0
486,277.64,0.0003303,0,0.0003303,0
487,277.69,0.0003883,0,0.0003883,0
488,277.74,0.00042800000000000005,0,0.00042800000000000005,0
489,277.79,0.0004421,0,0.0004421,0
490,277.84,0.00042800000000000005,0,0.00042800000000000005,0
491,277.89,0.0003883,0,0.0003883,0
492,277.94,0.0003303,0,0.0003303,0
493,277.99,0.00026319999999999995,0,0.00026319999999999995,0
494,278.04,0.00019669999999999998,0,0.00019669999999999998,0
495,278.09,0.00013769999999999999,0,0.00013769999999999999,0
496,278.14,9.038e-05,0,9.038e-05,0
497,278.19,5.559e-05,0,5.559e-05,0
498,278.24,3.205e-05,0,3.205e-05,0
499,278.29,1.732e-05,0,1.732e-05,0
500,278.34,8.77e-06,0,8.77e-06,5.26e-31
501,278.39,4.163e-06,0,4.163e-06,4.453e-30
502,278.44,1.8519999999999998e-06,0,1.8519999999999998e-06,3.5359999999999996e-29
503,278.49,7.722e-07,0,7.722e-07,2.6349999999999995e-28
504,278.54,3.018e-07,0,3.018e-07,1.842e-27
505,278.59,1.105e-07,0,1.105e-07,1.2080000000000001e-26
506,278.64,3.795e-08,0,3.795e-08,7.435e-26
507,278.69,1.2209999999999998e-08,0,1.2209999999999998e-08,4.293e-25
508,278.74,3.683e-09,0,3.683e-09,2.3250000000000002e-24
509,278.79,1.041e-09,0,1.041e-09,1.182e-23
510,278.84,2.758e-10,0,2.758e-10,5.636e-23
511,278.89,6.848e-11,0,6.848e-11,2.5219999999999998e-22
512,278.94,1.594e-11,0,1.594e-11,1.058e-21
513,278.99,3.4760000000000005e-12,0,3.4760000000000005e-12,4.1690000000000005e-21
514,279.04,7.107e-13,0,7.107e-13,1.54e-20
515,279.09,1.362e-13,0,1.362e-13,5.34e-20
516,279.14,2.446e-14,0,2.446e-14,1.7370000000000001e-19
517,279.19,4.1170000000000004e-15,0,4.1170000000000004e-15,5.301e-19
518,279.24,6.51e-16,0,6.495e-16,1.5180000000000001e-18
519,279.29,1.0009999999999999e-16,0,9.604e-17,4.078e-18
520,279.34,2.359e-17,0,1.331e-17,1.028e-17
521,279.39,2.6040000000000003e-17,0,1.729e-18,2.431e-17
522,279.44,5.4149999999999996e-17,0,2.105e-19,5.394e-17
523,279.49,1.123e-16,0,0,1.123e-16
524,279.54,2.193e-16,0,0,2.193e-16
525,279.59,4.0190000000000003e-16,0,0,4.0190000000000003e-16
526,279.64,6.91e-16,0,0,6.91e-16
527,279.69,1.115e-15,0,0,1.115e-15
528,279.74,1.6870000000000002e-15,0,0,1.6870000000000002e-15
529,279.79,2.3960000000000003e-15,0,0,2.3960000000000003e-15
530,279.84,3.1920000000000002e-15,0,0,3.1920000000000002e-15
531,279.89,3.989e-15,0,0,3.989e-15
532,279.94,4.679e-15,0,0,4.679e-15
533,279.99,5.148e-15,0,0,5.148e-15
534,280.04,5.315e-15,0,0,5.315e-15
